step,time,x,y,invariant
194,0.194,219.365,81.8685,-4.37511
195,0.195,219.468,81.8799,-4.37511
196,0.196,219.572,81.8913,-4.37511
197,0.197,219.676,81.9027,-4.37511
198,0.198,219.78,81.9141,-4.37511
199,0.199,219.883,81.9255,-4.37511
200,0.2,219.987,81.9369,-4.37511
201,0.201,220.091,81.9484,-4.37511
202,0.202,220.195,81.9599,-4.37511
203,0.203,220.299,81.9714,-4.37511
204,0.204,220.403,81.9829,-4.37511
205,0.205,220.507,81.9945,-4.37511
206,0.206,220.611,82.006,-4.37511
207,0.207,220.715,82.0176,-4.37511
208,0.208,220.82,82.0292,-4.37511
209,0.209,220.924,82.0408,-4.37511
210,0.21,221.028,82.0525,-4.37511
211,0.211,221.132,82.0641,-4.37511
212,0.212,221.237,82.0758,-4.37511
213,0.213,221.341,82.0875,-4.37511
214,0.214,221.445,82.0992,-4.37511
215,0.215,221.55,82.1109,-4.37511
216,0.216,221.654,82.1227,-4.37511
217,0.217,221.759,82.1345,-4.37511
218,0.218,221.863,82.1463,-4.37511
219,0.219,221.968,82.1581,-4.37511
220,0.22,222.073,82.1699,-4.37511
221,0.221,222.177,82.1817,-4.37511
222,0.222,222.282,82.1936,-4.37511
223,0.223,222.387,82.2055,-4.37511
224,0.224,222.491,82.2174,-4.37511
225,0.225,222.596,82.2293,-4.37511
226,0.226,222.701,82.2412,-4.37511
227,0.227,222.806,82.2532,-4.37511
228,0.228,222.911,82.2652,-4.37511
229,0.229,223.016,82.2772,-4.37511
230,0.23,223.121,82.2892,-4.37511
231,0.231,223.226,82.3012,-4.37511
232,0.232,223.331,82.3133,-4.37511
233,0.233,223.436,82.3253,-4.37511
234,0.234,223.541,82.3374,-4.37511
235,0.235,223.647,82.3495,-4.37511
236,0.236,223.752,82.3617,-4.37511
237,0.237,223.857,82.3738,-4.37511
238,0.238,223.962,82.386,-4.37511
239,0.239,224.068,82.3982,-4.37511
240,0.24,224.173,82.4104,-4.37511
241,0.241,224.279,82.4226,-4.37511
242,0.242,224.384,82.4349,-4.37511
243,0.243,224.49,82.4471,-4.37511
244,0.244,224.595,82.4594,-4.37511
245,0.245,224.701,82.4717,-4.37511
246,0.246,224.806,82.484,-4.37511
247,0.247,224.912,82.4964,-4.37511
248,0.248,225.018,82.5087,-4.37511
249,0.249,225.124,82.5211,-4.37511
250,0.25,225.229,82.5335,-4.37511
251,0.251,225.335,82.5459,-4.37511
252,0.252,225.441,82.5584,-4.37511
253,0.253,225.547,82.5708,-4.37511
254,0.254,225.653,82.5833,-4.37511
255,0.255,225.759,82.5958,-4.37511
256,0.256,225.865,82.6083,-4.37511
257,0.257,225.971,82.6208,-4.37511
258,0.258,226.077,82.6334,-4.37511
259,0.259,226.183,82.646,-4.37511
260,0.26,226.289,82.6586,-4.37511
261,0.261,226.396,82.6712,-4.37511
262,0.262,226.502,82.6838,-4.37511
263,0.263,226.608,82.6964,-4.37511
264,0.264,226.714,82.7091,-4.37511
265,0.265,226.821,82.7218,-4.37511
266,0.266,226.927,82.7345,-4.37511
267,0.267,227.034,82.7472,-4.37511
268,0.268,227.14,82.76,-4.37511
269,0.269,227.247,82.7728,-4.37511
270,0.27,227.353,82.7856,-4.37511
271,0.271,227.46,82.7984,-4.37511
272,0.272,227.566,82.8112,-4.37511
273,0.273,227.673,82.824,-4.37511
274,0.274,227.78,82.8369,-4.37511
275,0.275,227.887,82.8498,-4.37511
276,0.276,227.993,82.8627,-4.37511
277,0.277,228.1,82.8756,-4.37511
278,0.278,228.207,82.8886,-4.37511
279,0.279,228.314,82.9015,-4.37511
280,0.28,228.421,82.9145,-4.37511
281,0.281,228.528,82.9275,-4.37511
282,0.282,228.635,82.9405,-4.37511
283,0.283,228.742,82.9536,-4.37511
284,0.284,228.849,82.9666,-4.37511
285,0.285,228.956,82.9797,-4.3751
286,0.286,229.063,82.9928,-4.3751
287,0.287,229.171,83.006,-4.3751
288,0.288,229.278,83.0191,-4.3751
289,0.289,229.385,83.0323,-4.3751
290,0.29,229.492,83.0454,-4.3751
291,0.291,229.6,83.0587,-4.3751
292,0.292,229.707,83.0719,-4.3751
293,0.293,229.815,83.0851,-4.3751
294,0.294,229.922,83.0984,-4.3751
295,0.295,230.03,83.1117,-4.3751
296,0.296,230.137,83.125,-4.3751
297,0.297,230.245,83.1383,-4.3751
298,0.298,230.352,83.1516,-4.3751
299,0.299,230.46,83.165,-4.3751
300,0.3,230.568,83.1784,-4.3751
301,0.301,230.676,83.1918,-4.3751
302,0.302,230.783,83.2052,-4.3751
303,0.303,230.891,83.2186,-4.3751
304,0.304,230.999,83.2321,-4.3751
305,0.305,231.107,83.2456,-4.3751
306,0.306,231.215,83.2591,-4.3751
307,0.307,231.323,83.2726,-4.3751
308,0.308,231.431,83.2862,-4.3751
309,0.309,231.539,83.2997,-4.3751
310,0.31,231.647,83.3133,-4.3751
311,0.311,231.755,83.3269,-4.3751
312,0.312,231.863,83.3405,-4.3751
313,0.313,231.971,83.3542,-4.3751
314,0.314,232.08,83.3679,-4.3751
315,0.315,232.188,83.3815,-4.3751
316,0.316,232.296,83.3952,-4.3751
317,0.317,232.405,83.409,-4.3751
318,0.318,232.513,83.4227,-4.3751
319,0.319,232.621,83.4365,-4.3751
320,0.32,232.73,83.4503,-4.3751
321,0.321,232.838,83.4641,-4.3751
322,0.322,232.947,83.4779,-4.3751
323,0.323,233.055,83.4918,-4.3751
324,0.324,233.164,83.5056,-4.3751
325,0.325,233.273,83.5195,-4.3751
326,0.326,233.381,83.5334,-4.3751
327,0.327,233.49,83.5474,-4.3751
328,0.328,233.599,83.5613,-4.3751
329,0.329,233.708,83.5753,-4.3751
330,0.33,233.816,83.5893,-4.3751
331,0.331,233.925,83.6033,-4.3751
332,0.332,234.034,83.6173,-4.3751
333,0.333,234.143,83.6314,-4.3751
334,0.334,234.252,83.6454,-4.3751
335,0.335,234.361,83.6595,-4.3751
336,0.336,234.47,83.6736,-4.3751
337,0.337,234.579,83.6878,-4.3751
338,0.338,234.689,83.7019,-4.3751
339,0.339,234.798,83.7161,-4.3751
340,0.34,234.907,83.7303,-4.3751
341,0.341,235.016,83.7445,-4.3751
342,0.342,235.125,83.7588,-4.3751
343,0.343,235.235,83.773,-4.3751
344,0.344,235.344,83.7873,-4.3751
345,0.345,235.454,83.8016,-4.3751
346,0.346,235.563,83.8159,-4.3751
347,0.347,235.672,83.8303,-4.3751
348,0.348,235.782,83.8446,-4.3751
349,0.349,235.892,83.859,-4.3751
350,0.35,236.001,83.8734,-4.3751
351,0.351,236.111,83.8879,-4.3751
352,0.352,236.22,83.9023,-4.3751
353,0.353,236.33,83.9168,-4.3751
354,0.354,236.44,83.9313,-4.3751
355,0.355,236.55,83.9458,-4.3751
356,0.356,236.659,83.9603,-4.3751
357,0.357,236.769,83.9749,-4.3751
358,0.358,236.879,83.9894,-4.3751
359,0.359,236.989,84.004,-4.3751
360,0.36,237.099,84.0186,-4.3751
361,0.361,237.209,84.0333,-4.3751
362,0.362,237.319,84.0479,-4.3751
363,0.363,237.429,84.0626,-4.3751
364,0.364,237.539,84.0773,-4.3751
365,0.365,237.649,84.092,-4.3751
366,0.366,237.76,84.1068,-4.3751
367,0.367,237.87,84.1215,-4.3751
368,0.368,237.98,84.1363,-4.3751
369,0.369,238.09,84.1511,-4.3751
370,0.37,238.201,84.1659,-4.3751
371,0.371,238.311,84.1808,-4.3751
372,0.372,238.421,84.1957,-4.3751
373,0.373,238.532,84.2106,-4.3751
374,0.374,238.642,84.2255,-4.3751
375,0.375,238.753,84.2404,-4.3751
376,0.376,238.863,84.2553,-4.3751
377,0.377,238.974,84.2703,-4.3751
378,0.378,239.085,84.2853,-4.3751
379,0.379,239.195,84.3003,-4.3751
380,0.38,239.306,84.3154,-4.3751
381,0.381,239.417,84.3304,-4.3751
382,0.382,239.527,84.3455,-4.3751
383,0.383,239.638,84.3606,-4.3751
384,0.384,239.749,84.3757,-4.3751
385,0.385,239.86,84.3909,-4.3751
386,0.386,239.971,84.4061,-4.3751
387,0.387,240.082,84.4212,-4.3751
388,0.388,240.193,84.4365,-4.3751
389,0.389,240.304,84.4517,-4.3751
390,0.39,240.415,84.4669,-4.3751
391,0.391,240.526,84.4822,-4.3751
392,0.392,240.637,84.4975,-4.3751
393,0.393,240.748,84.5128,-4.3751
394,0.394,240.86,84.5282,-4.3751
395,0.395,240.971,84.5435,-4.3751
396,0.396,241.082,84.5589,-4.3751
397,0.397,241.193,84.5743,-4.3751
398,0.398,241.305,84.5897,-4.3751
399,0.399,241.416,84.6052,-4.3751
400,0.4,241.528,84.6206,-4.3751
401,0.401,241.639,84.6361,-4.3751
402,0.402,241.751,84.6517,-4.3751
403,0.403,241.862,84.6672,-4.3751
404,0.404,241.974,84.6827,-4.3751
405,0.405,242.085,84.6983,-4.3751
406,0.406,242.197,84.7139,-4.3751
407,0.407,242.309,84.7295,-4.3751
408,0.408,242.42,84.7452,-4.3751
409,0.409,242.532,84.7608,-4.3751
410,0.41,242.644,84.7765,-4.3751
411,0.411,242.756,84.7922,-4.3751
412,0.412,242.868,84.808,-4.3751
413,0.413,242.98,84.8237,-4.3751
414,0.414,243.092,84.8395,-4.3751
415,0.415,243.204,84.8553,-4.3751
416,0.416,243.316,84.8711,-4.3751
417,0.417,243.428,84.8869,-4.3751
418,0.418,243.54,84.9028,-4.3751
419,0.419,243.652,84.9187,-4.3751
420,0.42,243.764,84.9346,-4.3751
421,0.421,243.876,84.9505,-4.3751
422,0.422,243.988,84.9665,-4.3751
423,0.423,244.101,84.9824,-4.3751
424,0.424,244.213,84.9984,-4.3751
425,0.425,244.325,85.0145,-4.3751
426,0.426,244.438,85.0305,-4.3751
427,0.427,244.55,85.0466,-4.3751
428,0.428,244.663,85.0626,-4.3751
429,0.429,244.775,85.0787,-4.3751
430,0.43,244.888,85.0949,-4.3751
431,0.431,245,85.111,-4.3751
432,0.432,245.113,85.1272,-4.3751
433,0.433,245.225,85.1434,-4.3751
434,0.434,245.338,85.1596,-4.3751
435,0.435,245.451,85.1758,-4.3751
436,0.436,245.563,85.1921,-4.3751
437,0.437,245.676,85.2084,-4.3751
438,0.438,245.789,85.2247,-4.3751
439,0.439,245.902,85.241,-4.3751
440,0.44,246.015,85.2574,-4.3751
441,0.441,246.128,85.2737,-4.3751
442,0.442,246.241,85.2901,-4.3751
443,0.443,246.354,85.3065,-4.3751
444,0.444,246.467,85.323,-4.3751
445,0.445,246.58,85.3394,-4.3751
446,0.446,246.693,85.3559,-4.3751
447,0.447,246.806,85.3724,-4.3751
448,0.448,246.919,85.389,-4.3751
449,0.449,247.032,85.4055,-4.3751
450,0.45,247.145,85.4221,-4.3751
451,0.451,247.259,85.4387,-4.3751
452,0.452,247.372,85.4553,-4.3751
453,0.453,247.485,85.4719,-4.3751
454,0.454,247.599,85.4886,-4.3751
455,0.455,247.712,85.5053,-4.3751
456,0.456,247.826,85.522,-4.3751
457,0.457,247.939,85.5387,-4.3751
458,0.458,248.053,85.5555,-4.3751
459,0.459,248.166,85.5723,-4.3751
460,0.46,248.28,85.5891,-4.3751
461,0.461,248.393,85.6059,-4.3751
462,0.462,248.507,85.6227,-4.3751
463,0.463,248.621,85.6396,-4.3751
464,0.464,248.734,85.6565,-4.3751
465,0.465,248.848,85.6734,-4.3751
466,0.466,248.962,85.6904,-4.3751
467,0.467,249.076,85.7073,-4.3751
468,0.468,249.19,85.7243,-4.3751
469,0.469,249.304,85.7413,-4.3751
470,0.47,249.418,85.7583,-4.3751
471,0.471,249.532,85.7754,-4.3751
472,0.472,249.646,85.7925,-4.3751
473,0.473,249.76,85.8096,-4.3751
474,0.474,249.874,85.8267,-4.3751
475,0.475,249.988,85.8438,-4.3751
476,0.476,250.102,85.861,-4.3751
477,0.477,250.216,85.8782,-4.3751
478,0.478,250.33,85.8954,-4.3751
479,0.479,250.445,85.9126,-4.3751
480,0.48,250.559,85.9299,-4.3751
481,0.481,250.673,85.9472,-4.3751
482,0.482,250.788,85.9645,-4.3751
483,0.483,250.902,85.9818,-4.3751
484,0.484,251.016,85.9992,-4.3751
485,0.485,251.131,86.0165,-4.3751
486,0.486,251.245,86.0339,-4.3751
487,0.487,251.36,86.0513,-4.3751
488,0.488,251.474,86.0688,-4.3751
489,0.489,251.589,86.0863,-4.3751
490,0.49,251.704,86.1037,-4.3751
491,0.491,251.818,86.1213,-4.3751
492,0.492,251.933,86.1388,-4.3751
493,0.493,252.048,86.1564,-4.3751
494,0.494,252.163,86.1739,-4.3751
495,0.495,252.277,86.1916,-4.3751
496,0.496,252.392,86.2092,-4.3751
497,0.497,252.507,86.2268,-4.3751
498,0.498,252.622,86.2445,-4.3751
499,0.499,252.737,86.2622,-4.3751
500,0.5,252.852,86.2799,-4.3751
501,0.501,252.967,86.2977,-4.3751
502,0.502,253.082,86.3155,-4.3751
503,0.503,253.197,86.3333,-4.3751
504,0.504,253.312,86.3511,-4.3751
505,0.505,253.427,86.3689,-4.3751
506,0.506,253.543,86.3868,-4.37509
507,0.507,253.658,86.4047,-4.37509
508,0.508,253.773,86.4226,-4.37509
509,0.509,253.888,86.4405,-4.37509
510,0.51,254.004,86.4585,-4.37509
511,0.511,254.119,86.4765,-4.37509
512,0.512,254.234,86.4945,-4.37509
513,0.513,254.35,86.5125,-4.37509
514,0.514,254.465,86.5306,-4.37509
515,0.515,254.581,86.5486,-4.37509
516,0.516,254.696,86.5667,-4.37509
517,0.517,254.812,86.5849,-4.37509
518,0.518,254.928,86.603,-4.37509
519,0.519,255.043,86.6212,-4.37509
520,0.52,255.159,86.6394,-4.37509
521,0.521,255.275,86.6576,-4.37509
522,0.522,255.39,86.6759,-4.37509
523,0.523,255.506,86.6941,-4.37509
524,0.524,255.622,86.7124,-4.37509
525,0.525,255.738,86.7307,-4.37509
526,0.526,255.854,86.7491,-4.37509
527,0.527,255.969,86.7674,-4.37509
528,0.528,256.085,86.7858,-4.37509
529,0.529,256.201,86.8042,-4.37509
530,0.53,256.317,86.8227,-4.37509
531,0.531,256.433,86.8411,-4.37509
532,0.532,256.549,86.8596,-4.37509
533,0.533,256.666,86.8781,-4.37509
534,0.534,256.782,86.8967,-4.37509
535,0.535,256.898,86.9152,-4.37509
536,0.536,257.014,86.9338,-4.37509
537,0.537,257.13,86.9524,-4.37509
538,0.538,257.247,86.9711,-4.37509
539,0.539,257.363,86.9897,-4.37509
540,0.54,257.479,87.0084,-4.37509
541,0.541,257.596,87.0271,-4.37509
542,0.542,257.712,87.0458,-4.37509
543,0.543,257.828,87.0646,-4.37509
544,0.544,257.945,87.0833,-4.37509
545,0.545,258.061,87.1021,-4.37509
546,0.546,258.178,87.121,-4.37509
547,0.547,258.295,87.1398,-4.37509
548,0.548,258.411,87.1587,-4.37509
549,0.549,258.528,87.1776,-4.37509
550,0.55,258.644,87.1965,-4.37509
551,0.551,258.761,87.2155,-4.37509
552,0.552,258.878,87.2344,-4.37509
553,0.553,258.995,87.2534,-4.37509
554,0.554,259.111,87.2724,-4.37509
555,0.555,259.228,87.2915,-4.37509
556,0.556,259.345,87.3106,-4.37509
557,0.557,259.462,87.3297,-4.37509
558,0.558,259.579,87.3488,-4.37509
559,0.559,259.696,87.3679,-4.37509
560,0.56,259.813,87.3871,-4.37509
561,0.561,259.93,87.4063,-4.37509
562,0.562,260.047,87.4255,-4.37509
563,0.563,260.164,87.4447,-4.37509
564,0.564,260.281,87.464,-4.37509
565,0.565,260.398,87.4833,-4.37509
566,0.566,260.516,87.5026,-4.37509
567,0.567,260.633,87.522,-4.37509
568,0.568,260.75,87.5413,-4.37509
569,0.569,260.867,87.5607,-4.37509
570,0.57,260.985,87.5801,-4.37509
571,0.571,261.102,87.5996,-4.37509
572,0.572,261.22,87.619,-4.37509
573,0.573,261.337,87.6385,-4.37509
574,0.574,261.454,87.658,-4.37509
575,0.575,261.572,87.6776,-4.37509
576,0.576,261.689,87.6971,-4.37509
577,0.577,261.807,87.7167,-4.37509
578,0.578,261.925,87.7363,-4.37509
579,0.579,262.042,87.756,-4.37509
580,0.58,262.16,87.7756,-4.37509
581,0.581,262.278,87.7953,-4.37509
582,0.582,262.395,87.8151,-4.37509
583,0.583,262.513,87.8348,-4.37509
584,0.584,262.631,87.8546,-4.37509
585,0.585,262.749,87.8743,-4.37509
586,0.586,262.866,87.8942,-4.37509
587,0.587,262.984,87.914,-4.37509
588,0.588,263.102,87.9339,-4.37509
589,0.589,263.22,87.9538,-4.37509
590,0.59,263.338,87.9737,-4.37509
591,0.591,263.456,87.9936,-4.37509
592,0.592,263.574,88.0136,-4.37509
593,0.593,263.692,88.0336,-4.37509
594,0.594,263.81,88.0536,-4.37509
595,0.595,263.928,88.0736,-4.37509
596,0.596,264.047,88.0937,-4.37509
597,0.597,264.165,88.1138,-4.37509
598,0.598,264.283,88.1339,-4.37509
599,0.599,264.401,88.1541,-4.37509
600,0.6,264.52,88.1742,-4.37509
601,0.601,264.638,88.1944,-4.37509
602,0.602,264.756,88.2146,-4.37509
603,0.603,264.875,88.2349,-4.37509
604,0.604,264.993,88.2552,-4.37509
605,0.605,265.111,88.2755,-4.37509
606,0.606,265.23,88.2958,-4.37509
607,0.607,265.348,88.3161,-4.37509
608,0.608,265.467,88.3365,-4.37509
609,0.609,265.586,88.3569,-4.37509
610,0.61,265.704,88.3773,-4.37509
611,0.611,265.823,88.3978,-4.37509
612,0.612,265.941,88.4183,-4.37509
613,0.613,266.06,88.4388,-4.37509
614,0.614,266.179,88.4593,-4.37509
615,0.615,266.298,88.4798,-4.37509
616,0.616,266.416,88.5004,-4.37509
617,0.617,266.535,88.521,-4.37509
618,0.618,266.654,88.5417,-4.37509
619,0.619,266.773,88.5623,-4.37509
620,0.62,266.892,88.583,-4.37509
621,0.621,267.011,88.6037,-4.37509
622,0.622,267.13,88.6245,-4.37509
623,0.623,267.249,88.6452,-4.37509
624,0.624,267.368,88.666,-4.37509
625,0.625,267.487,88.6868,-4.37509
626,0.626,267.606,88.7077,-4.37509
627,0.627,267.725,88.7285,-4.37509
628,0.628,267.844,88.7494,-4.37509
629,0.629,267.964,88.7703,-4.37509
630,0.63,268.083,88.7913,-4.37509
631,0.631,268.202,88.8122,-4.37509
632,0.632,268.321,88.8332,-4.37509
633,0.633,268.441,88.8543,-4.37509
634,0.634,268.56,88.8753,-4.37509
635,0.635,268.679,88.8964,-4.37509
636,0.636,268.799,88.9175,-4.37509
637,0.637,268.918,88.9386,-4.37509
638,0.638,269.038,88.9598,-4.37509
639,0.639,269.157,88.9809,-4.37509
640,0.64,269.277,89.0021,-4.37509
641,0.641,269.396,89.0234,-4.37509
642,0.642,269.516,89.0446,-4.37509
643,0.643,269.635,89.0659,-4.37509
644,0.644,269.755,89.0872,-4.37509
645,0.645,269.875,89.1086,-4.37509
646,0.646,269.994,89.1299,-4.37509
647,0.647,270.114,89.1513,-4.37509
648,0.648,270.234,89.1727,-4.37509
649,0.649,270.354,89.1942,-4.37509
650,0.65,270.474,89.2156,-4.37509
651,0.651,270.593,89.2371,-4.37509
652,0.652,270.713,89.2587,-4.37509
653,0.653,270.833,89.2802,-4.37509
654,0.654,270.953,89.3018,-4.37509
655,0.655,271.073,89.3234,-4.37509
656,0.656,271.193,89.345,-4.37509
657,0.657,271.313,89.3667,-4.37509
658,0.658,271.433,89.3884,-4.37509
659,0.659,271.553,89.4101,-4.37509
660,0.66,271.673,89.4318,-4.37509
661,0.661,271.794,89.4536,-4.37509
662,0.662,271.914,89.4754,-4.37509
663,0.663,272.034,89.4972,-4.37509
664,0.664,272.154,89.519,-4.37509
665,0.665,272.275,89.5409,-4.37509
666,0.666,272.395,89.5628,-4.37509
667,0.667,272.515,89.5847,-4.37509
